"# Channel 1"
"# Trace 1"
Frequency, Formatted Data, Formatted Data
+7.77380000000E+009, +7.41071095238E+000, +0.00000000000E+000
+7.77400000000E+009, +7.54250399153E+000, +0.00000000000E+000
+7.77420000000E+009, +7.60424370812E+000, +0.00000000000E+000
+7.77440000000E+009, +7.72230626201E+000, +0.00000000000E+000
+7.77460000000E+009, +7.66159702690E+000, +0.00000000000E+000
+7.77480000000E+009, +7.58423191655E+000, +0.00000000000E+000
+7.77500000000E+009, +7.90060409992E+000, +0.00000000000E+000
+7.77520000000E+009, +7.85714441943E+000, +0.00000000000E+000
+7.77540000000E+009, +8.05387723376E+000, +0.00000000000E+000
+7.77560000000E+009, +7.92047187404E+000, +0.00000000000E+000
+7.77580000000E+009, +7.98706687821E+000, +0.00000000000E+000
+7.77600000000E+009, +7.92675408117E+000, +0.00000000000E+000
+7.77620000000E+009, +8.10362018136E+000, +0.00000000000E+000
+7.77640000000E+009, +8.23201693279E+000, +0.00000000000E+000
+7.77660000000E+009, +8.21077774836E+000, +0.00000000000E+000
+7.77680000000E+009, +8.43598081070E+000, +0.00000000000E+000
+7.77700000000E+009, +8.57009953772E+000, +0.00000000000E+000
+7.77720000000E+009, +8.53400964902E+000, +0.00000000000E+000
+7.77740000000E+009, +8.88581393209E+000, +0.00000000000E+000
+7.77760000000E+009, +8.77770545008E+000, +0.00000000000E+000
+7.77780000000E+009, +9.05929074127E+000, +0.00000000000E+000
+7.77800000000E+009, +8.87288674188E+000, +0.00000000000E+000
+7.77820000000E+009, +9.16304996712E+000, +0.00000000000E+000
+7.77840000000E+009, +9.10066660129E+000, +0.00000000000E+000
+7.77860000000E+009, +9.28594878842E+000, +0.00000000000E+000
+7.77880000000E+009, +9.64455019922E+000, +0.00000000000E+000
+7.77900000000E+009, +9.56021059141E+000, +0.00000000000E+000
+7.77920000000E+009, +9.64858765034E+000, +0.00000000000E+000
+7.77940000000E+009, +9.69005386581E+000, +0.00000000000E+000
+7.77960000000E+009, +1.00666307474E+001, +0.00000000000E+000
+7.77980000000E+009, +9.94283228816E+000, +0.00000000000E+000
+7.78000000000E+009, +9.77493982359E+000, +0.00000000000E+000
+7.78020000000E+009, +1.05733846046E+001, +0.00000000000E+000
+7.78040000000E+009, +1.05701548958E+001, +0.00000000000E+000
+7.78060000000E+009, +1.05669849111E+001, +0.00000000000E+000
+7.78080000000E+009, +1.08693472364E+001, +0.00000000000E+000
+7.78100000000E+009, +1.09233861467E+001, +0.00000000000E+000
+7.78120000000E+009, +1.08425113289E+001, +0.00000000000E+000
+7.78140000000E+009, +1.09784743883E+001, +0.00000000000E+000
+7.78160000000E+009, +1.12964268214E+001, +0.00000000000E+000
+7.78180000000E+009, +1.15932770542E+001, +0.00000000000E+000
+7.78200000000E+009, +1.16195500028E+001, +0.00000000000E+000
+7.78220000000E+009, +1.18417092616E+001, +0.00000000000E+000
+7.78240000000E+009, +1.18254572395E+001, +0.00000000000E+000
+7.78260000000E+009, +1.19107972154E+001, +0.00000000000E+000
+7.78280000000E+009, +1.24325212085E+001, +0.00000000000E+000
+7.78300000000E+009, +1.23534940476E+001, +0.00000000000E+000
+7.78320000000E+009, +1.26259816411E+001, +0.00000000000E+000
+7.78340000000E+009, +1.30225709405E+001, +0.00000000000E+000
+7.78360000000E+009, +1.30287526466E+001, +0.00000000000E+000
+7.78380000000E+009, +1.34103317548E+001, +0.00000000000E+000
+7.78400000000E+009, +1.37163578295E+001, +0.00000000000E+000
+7.78420000000E+009, +1.36663746984E+001, +0.00000000000E+000
+7.78440000000E+009, +1.38678580833E+001, +0.00000000000E+000
+7.78460000000E+009, +1.41653171374E+001, +0.00000000000E+000
+7.78480000000E+009, +1.44555040823E+001, +0.00000000000E+000
+7.78500000000E+009, +1.47235801855E+001, +0.00000000000E+000
+7.78520000000E+009, +1.48466798715E+001, +0.00000000000E+000
+7.78540000000E+009, +1.52075772998E+001, +0.00000000000E+000
+7.78560000000E+009, +1.52344662868E+001, +0.00000000000E+000
+7.78580000000E+009, +1.57162611742E+001, +0.00000000000E+000
+7.78600000000E+009, +1.60475276957E+001, +0.00000000000E+000
+7.78620000000E+009, +1.59024659031E+001, +0.00000000000E+000
+7.78640000000E+009, +1.63049253219E+001, +0.00000000000E+000
+7.78660000000E+009, +1.65942432631E+001, +0.00000000000E+000
+7.78680000000E+009, +1.68260281241E+001, +0.00000000000E+000
+7.78700000000E+009, +1.70154520905E+001, +0.00000000000E+000
+7.78720000000E+009, +1.72224789452E+001, +0.00000000000E+000
+7.78740000000E+009, +1.77100261498E+001, +0.00000000000E+000
+7.78760000000E+009, +1.79917894924E+001, +0.00000000000E+000
+7.78780000000E+009, +1.82384938206E+001, +0.00000000000E+000
+7.78800000000E+009, +1.83814530378E+001, +0.00000000000E+000
+7.78820000000E+009, +1.84811838313E+001, +0.00000000000E+000
+7.78840000000E+009, +1.87838369298E+001, +0.00000000000E+000
+7.78860000000E+009, +1.88012880169E+001, +0.00000000000E+000
+7.78880000000E+009, +1.92020597616E+001, +0.00000000000E+000
+7.78900000000E+009, +1.92512000004E+001, +0.00000000000E+000
+7.78920000000E+009, +1.99043337820E+001, +0.00000000000E+000
+7.78940000000E+009, +1.96866871226E+001, +0.00000000000E+000
+7.78960000000E+009, +1.96984355567E+001, +0.00000000000E+000
+7.78980000000E+009, +1.95791719150E+001, +0.00000000000E+000
+7.79000000000E+009, +1.92678242869E+001, +0.00000000000E+000
+7.79020000000E+009, +1.94957316244E+001, +0.00000000000E+000
+7.79040000000E+009, +1.93218700630E+001, +0.00000000000E+000
+7.79060000000E+009, +1.93194074590E+001, +0.00000000000E+000
+7.79080000000E+009, +1.92262676735E+001, +0.00000000000E+000
+7.79100000000E+009, +1.88231559549E+001, +0.00000000000E+000
+7.79120000000E+009, +1.89623673112E+001, +0.00000000000E+000
+7.79140000000E+009, +1.87727225041E+001, +0.00000000000E+000
+7.79160000000E+009, +1.81858641988E+001, +0.00000000000E+000
+7.79180000000E+009, +1.80945894385E+001, +0.00000000000E+000
+7.79200000000E+009, +1.79923000196E+001, +0.00000000000E+000
+7.79220000000E+009, +1.78020071378E+001, +0.00000000000E+000
+7.79240000000E+009, +1.75198694948E+001, +0.00000000000E+000
+7.79260000000E+009, +1.74701060785E+001, +0.00000000000E+000
+7.79280000000E+009, +1.70917030099E+001, +0.00000000000E+000
+7.79300000000E+009, +1.71535070589E+001, +0.00000000000E+000
+7.79320000000E+009, +1.70655106284E+001, +0.00000000000E+000
+7.79340000000E+009, +1.66564323737E+001, +0.00000000000E+000
+7.79360000000E+009, +1.63493847001E+001, +0.00000000000E+000
+7.79380000000E+009, +1.62639294330E+001, +0.00000000000E+000
+7.79400000000E+009, +1.60043026513E+001, +0.00000000000E+000
+7.79420000000E+009, +1.57335417574E+001, +0.00000000000E+000
+7.79440000000E+009, +1.57634059831E+001, +0.00000000000E+000
+7.79460000000E+009, +1.56404474440E+001, +0.00000000000E+000
+7.79480000000E+009, +1.53643098589E+001, +0.00000000000E+000
+7.79500000000E+009, +1.52458711410E+001, +0.00000000000E+000
+7.79520000000E+009, +1.47943151443E+001, +0.00000000000E+000
+7.79540000000E+009, +1.49259393813E+001, +0.00000000000E+000
+7.79560000000E+009, +1.47063359910E+001, +0.00000000000E+000
+7.79580000000E+009, +1.46451857327E+001, +0.00000000000E+000
+7.79600000000E+009, +1.42982320162E+001, +0.00000000000E+000
+7.79620000000E+009, +1.39757647837E+001, +0.00000000000E+000
+7.79640000000E+009, +1.38574625161E+001, +0.00000000000E+000
+7.79660000000E+009, +1.40060902414E+001, +0.00000000000E+000
+7.79680000000E+009, +1.39704506088E+001, +0.00000000000E+000
+7.79700000000E+009, +1.35654350259E+001, +0.00000000000E+000
+7.79720000000E+009, +1.31627608598E+001, +0.00000000000E+000
+7.79740000000E+009, +1.31362750763E+001, +0.00000000000E+000
+7.79760000000E+009, +1.31246330965E+001, +0.00000000000E+000
+7.79780000000E+009, +1.31282549355E+001, +0.00000000000E+000
+7.79800000000E+009, +1.31849584735E+001, +0.00000000000E+000
+7.79820000000E+009, +1.27488094923E+001, +0.00000000000E+000
+7.79840000000E+009, +1.28564827567E+001, +0.00000000000E+000
+7.79860000000E+009, +1.27412465094E+001, +0.00000000000E+000
+7.79880000000E+009, +1.24991917512E+001, +0.00000000000E+000
+7.79900000000E+009, +1.21834990849E+001, +0.00000000000E+000
+7.79920000000E+009, +1.20757704288E+001, +0.00000000000E+000
+7.79940000000E+009, +1.19219982754E+001, +0.00000000000E+000
+7.79960000000E+009, +1.19055693198E+001, +0.00000000000E+000
+7.79980000000E+009, +1.17892537814E+001, +0.00000000000E+000
+7.80000000000E+009, +1.17637836699E+001, +0.00000000000E+000
+7.80020000000E+009, +1.15761988643E+001, +0.00000000000E+000
+7.80040000000E+009, +1.13167352058E+001, +0.00000000000E+000
+7.80060000000E+009, +1.13862447804E+001, +0.00000000000E+000
+7.80080000000E+009, +1.13077496999E+001, +0.00000000000E+000
+7.80100000000E+009, +1.11928690949E+001, +0.00000000000E+000
+7.80120000000E+009, +1.08966779512E+001, +0.00000000000E+000
+7.80140000000E+009, +1.10648300558E+001, +0.00000000000E+000
+7.80160000000E+009, +1.11051446119E+001, +0.00000000000E+000
+7.80180000000E+009, +1.09771494457E+001, +0.00000000000E+000
+7.80200000000E+009, +1.08085610145E+001, +0.00000000000E+000
+7.80220000000E+009, +1.07945339778E+001, +0.00000000000E+000
+7.80240000000E+009, +1.06080228313E+001, +0.00000000000E+000
+7.80260000000E+009, +1.06788013981E+001, +0.00000000000E+000
+7.80280000000E+009, +1.03895005409E+001, +0.00000000000E+000
+7.80300000000E+009, +1.04835848008E+001, +0.00000000000E+000
+7.80320000000E+009, +9.89830293873E+000, +0.00000000000E+000
+7.80340000000E+009, +1.01755943764E+001, +0.00000000000E+000
+7.80360000000E+009, +1.01329728343E+001, +0.00000000000E+000
+7.80380000000E+009, +9.77369217945E+000, +0.00000000000E+000
+7.80400000000E+009, +9.79881850069E+000, +0.00000000000E+000
+7.80420000000E+009, +9.84492487364E+000, +0.00000000000E+000
+7.80440000000E+009, +9.94167873339E+000, +0.00000000000E+000
+7.80460000000E+009, +9.81443411790E+000, +0.00000000000E+000
+7.80480000000E+009, +9.81903556088E+000, +0.00000000000E+000
+7.80500000000E+009, +9.50126061081E+000, +0.00000000000E+000
+7.80520000000E+009, +9.44387753544E+000, +0.00000000000E+000
+7.80540000000E+009, +9.32749812732E+000, +0.00000000000E+000
+7.80560000000E+009, +9.33699476626E+000, +0.00000000000E+000
+7.80580000000E+009, +9.26930959097E+000, +0.00000000000E+000
+7.80600000000E+009, +9.31214117342E+000, +0.00000000000E+000
+7.80620000000E+009, +9.24860761706E+000, +0.00000000000E+000
+7.80640000000E+009, +9.07417415510E+000, +0.00000000000E+000
+7.80660000000E+009, +9.06791509878E+000, +0.00000000000E+000
+7.80680000000E+009, +9.25064511820E+000, +0.00000000000E+000
+7.80700000000E+009, +9.20412372864E+000, +0.00000000000E+000
+7.80720000000E+009, +8.93942101232E+000, +0.00000000000E+000
+7.80740000000E+009, +8.97660821745E+000, +0.00000000000E+000
+7.80760000000E+009, +8.85392777331E+000, +0.00000000000E+000
+7.80780000000E+009, +8.94209700603E+000, +0.00000000000E+000
+7.80800000000E+009, +8.72972482599E+000, +0.00000000000E+000
+7.80820000000E+009, +8.46234049349E+000, +0.00000000000E+000
+7.80840000000E+009, +8.29877446387E+000, +0.00000000000E+000
+7.80860000000E+009, +8.45933853129E+000, +0.00000000000E+000
+7.80880000000E+009, +8.36735187072E+000, +0.00000000000E+000
+7.80900000000E+009, +8.36044967636E+000, +0.00000000000E+000
+7.80920000000E+009, +8.43168459914E+000, +0.00000000000E+000
+7.80940000000E+009, +8.41056517052E+000, +0.00000000000E+000
+7.80960000000E+009, +8.38887161706E+000, +0.00000000000E+000
+7.80980000000E+009, +8.50376019405E+000, +0.00000000000E+000
+7.81000000000E+009, +8.15923550653E+000, +0.00000000000E+000
+7.81020000000E+009, +8.20356388431E+000, +0.00000000000E+000
+7.81040000000E+009, +7.94795427878E+000, +0.00000000000E+000
+7.81060000000E+009, +7.84187591100E+000, +0.00000000000E+000
+7.81080000000E+009, +7.71086808680E+000, +0.00000000000E+000
+7.81100000000E+009, +7.95832521940E+000, +0.00000000000E+000
+7.81120000000E+009, +7.79601688584E+000, +0.00000000000E+000
+7.81140000000E+009, +7.82782335888E+000, +0.00000000000E+000
+7.81160000000E+009, +7.55764028017E+000, +0.00000000000E+000
+7.81180000000E+009, +7.53005711056E+000, +0.00000000000E+000
+7.81200000000E+009, +7.69392004835E+000, +0.00000000000E+000
+7.81220000000E+009, +7.59134425431E+000, +0.00000000000E+000
+7.81240000000E+009, +7.69619437824E+000, +0.00000000000E+000
+7.81260000000E+009, +7.78999371486E+000, +0.00000000000E+000
+7.81280000000E+009, +7.58485464950E+000, +0.00000000000E+000
+7.81300000000E+009, +7.35993271991E+000, +0.00000000000E+000
+7.81320000000E+009, +7.47344479294E+000, +0.00000000000E+000
+7.81340000000E+009, +7.52907956116E+000, +0.00000000000E+000
+7.81360000000E+009, +7.46621463838E+000, +0.00000000000E+000
+7.81380000000E+009, +7.38046001351E+000, +0.00000000000E+000
+7.81400000000E+009, +7.12377588350E+000, +0.00000000000E+000
+7.81420000000E+009, +7.28933684425E+000, +0.00000000000E+000
+7.81440000000E+009, +7.32577756027E+000, +0.00000000000E+000
+7.81460000000E+009, +7.08726540871E+000, +0.00000000000E+000
+7.81480000000E+009, +6.91558717211E+000, +0.00000000000E+000
+7.81500000000E+009, +7.06404186781E+000, +0.00000000000E+000
+7.81520000000E+009, +7.16377995447E+000, +0.00000000000E+000
+7.81540000000E+009, +6.89206917985E+000, +0.00000000000E+000
+7.81560000000E+009, +7.18449079760E+000, +0.00000000000E+000
+7.81580000000E+009, +6.79583198057E+000, +0.00000000000E+000
+7.81600000000E+009, +6.91125588852E+000, +0.00000000000E+000
+7.81620000000E+009, +6.67795566427E+000, +0.00000000000E+000
+7.81640000000E+009, +6.98738554024E+000, +0.00000000000E+000
+7.81660000000E+009, +6.80637850320E+000, +0.00000000000E+000
+7.81680000000E+009, +6.82825879708E+000, +0.00000000000E+000
+7.81700000000E+009, +6.58528975081E+000, +0.00000000000E+000
+7.81720000000E+009, +6.49956717697E+000, +0.00000000000E+000
+7.81740000000E+009, +6.57543072512E+000, +0.00000000000E+000
+7.81760000000E+009, +6.23317896429E+000, +0.00000000000E+000
+7.81780000000E+009, +6.52360984344E+000, +0.00000000000E+000
+7.81800000000E+009, +6.63056387274E+000, +0.00000000000E+000
+7.81820000000E+009, +6.38280465950E+000, +0.00000000000E+000
+7.81840000000E+009, +6.58250426116E+000, +0.00000000000E+000
+7.81860000000E+009, +6.35668670619E+000, +0.00000000000E+000
+7.81880000000E+009, +6.30172294169E+000, +0.00000000000E+000
+7.81900000000E+009, +6.29766346717E+000, +0.00000000000E+000
+7.81920000000E+009, +6.17725329681E+000, +0.00000000000E+000
+7.81940000000E+009, +6.31741651846E+000, +0.00000000000E+000
+7.81960000000E+009, +6.07434197949E+000, +0.00000000000E+000
+7.81980000000E+009, +6.15422472615E+000, +0.00000000000E+000
+7.82000000000E+009, +6.22666734413E+000, +0.00000000000E+000
+7.82020000000E+009, +6.12507218637E+000, +0.00000000000E+000
+7.82040000000E+009, +6.08943113393E+000, +0.00000000000E+000
+7.82060000000E+009, +5.65591088291E+000, +0.00000000000E+000
+7.82080000000E+009, +5.98174713379E+000, +0.00000000000E+000
+7.82100000000E+009, +5.95983345745E+000, +0.00000000000E+000
+7.82120000000E+009, +5.74357729365E+000, +0.00000000000E+000
+7.82140000000E+009, +5.82935631997E+000, +0.00000000000E+000
+7.82160000000E+009, +5.62362623370E+000, +0.00000000000E+000
+7.82180000000E+009, +5.65670715977E+000, +0.00000000000E+000
+7.82200000000E+009, +5.93283335571E+000, +0.00000000000E+000
+7.82220000000E+009, +5.62924442438E+000, +0.00000000000E+000
+7.82240000000E+009, +5.67875894420E+000, +0.00000000000E+000
+7.82260000000E+009, +5.65239824672E+000, +0.00000000000E+000
+7.82280000000E+009, +5.34779494990E+000, +0.00000000000E+000
+7.82300000000E+009, +5.38464131129E+000, +0.00000000000E+000
+7.82320000000E+009, +5.62464163130E+000, +0.00000000000E+000
+7.82340000000E+009, +5.65224895325E+000, +0.00000000000E+000
+7.82360000000E+009, +5.46117081011E+000, +0.00000000000E+000
+7.82380000000E+009, +5.34115503150E+000, +0.00000000000E+000
+7.82400000000E+009, +5.20966509508E+000, +0.00000000000E+000
+7.82420000000E+009, +5.44330518013E+000, +0.00000000000E+000
+7.82440000000E+009, +5.35780865573E+000, +0.00000000000E+000
+7.82460000000E+009, +5.04496025878E+000, +0.00000000000E+000
+7.82480000000E+009, +5.16149576544E+000, +0.00000000000E+000
+7.82500000000E+009, +5.12656910067E+000, +0.00000000000E+000
+7.82520000000E+009, +5.15334105706E+000, +0.00000000000E+000
+7.82540000000E+009, +5.52905386400E+000, +0.00000000000E+000
+7.82560000000E+009, +5.17866769977E+000, +0.00000000000E+000
+7.82580000000E+009, +5.02336251555E+000, +0.00000000000E+000
+7.82600000000E+009, +5.29236318660E+000, +0.00000000000E+000
+7.82620000000E+009, +5.23674893110E+000, +0.00000000000E+000
+7.82640000000E+009, +5.12828055390E+000, +0.00000000000E+000
+7.82660000000E+009, +4.97106399939E+000, +0.00000000000E+000
+7.82680000000E+009, +4.91034886180E+000, +0.00000000000E+000
+7.82700000000E+009, +4.93655671718E+000, +0.00000000000E+000
+7.82720000000E+009, +4.69331595499E+000, +0.00000000000E+000
+7.82740000000E+009, +4.79483311657E+000, +0.00000000000E+000
+7.82760000000E+009, +4.81421411188E+000, +0.00000000000E+000
+7.82780000000E+009, +4.97070904179E+000, +0.00000000000E+000
+7.82800000000E+009, +4.67488003576E+000, +0.00000000000E+000
+7.82820000000E+009, +4.76271700062E+000, +0.00000000000E+000
+7.82840000000E+009, +4.80530566933E+000, +0.00000000000E+000
+7.82860000000E+009, +4.77529459376E+000, +0.00000000000E+000
+7.82880000000E+009, +4.73407267281E+000, +0.00000000000E+000
+7.82900000000E+009, +4.83068586580E+000, +0.00000000000E+000
+7.82920000000E+009, +4.84548261396E+000, +0.00000000000E+000
+7.82940000000E+009, +4.64253988645E+000, +0.00000000000E+000
+7.82960000000E+009, +4.53173021904E+000, +0.00000000000E+000
+7.82980000000E+009, +4.32279023207E+000, +0.00000000000E+000
+7.83000000000E+009, +4.57052409466E+000, +0.00000000000E+000
+7.83020000000E+009, +4.48775574123E+000, +0.00000000000E+000
+7.83040000000E+009, +4.47565281999E+000, +0.00000000000E+000
+7.83060000000E+009, +4.18143839806E+000, +0.00000000000E+000
+7.83080000000E+009, +4.16101522054E+000, +0.00000000000E+000
+7.83100000000E+009, +4.17911193545E+000, +0.00000000000E+000
+7.83120000000E+009, +4.04015416073E+000, +0.00000000000E+000
+7.83140000000E+009, +4.19923073679E+000, +0.00000000000E+000
+7.83160000000E+009, +4.22410013780E+000, +0.00000000000E+000
+7.83180000000E+009, +4.19293781884E+000, +0.00000000000E+000
+7.83200000000E+009, +4.29183927204E+000, +0.00000000000E+000
+7.83220000000E+009, +4.25637365308E+000, +0.00000000000E+000
+7.83240000000E+009, +4.22231631138E+000, +0.00000000000E+000
+7.83260000000E+009, +4.08940230112E+000, +0.00000000000E+000
+7.83280000000E+009, +4.29214488681E+000, +0.00000000000E+000
+7.83300000000E+009, +3.93049449173E+000, +0.00000000000E+000
+7.83320000000E+009, +4.19657269483E+000, +0.00000000000E+000
+7.83340000000E+009, +3.92985709498E+000, +0.00000000000E+000
+7.83360000000E+009, +4.02780148001E+000, +0.00000000000E+000
+7.83380000000E+009, +3.98618850767E+000, +0.00000000000E+000
+7.83400000000E+009, +3.77366969148E+000, +0.00000000000E+000
+7.83420000000E+009, +3.69170501109E+000, +0.00000000000E+000
+7.83440000000E+009, +4.02195871441E+000, +0.00000000000E+000
+7.83460000000E+009, +3.85924845372E+000, +0.00000000000E+000
+7.83480000000E+009, +3.81800500541E+000, +0.00000000000E+000
+7.83500000000E+009, +3.90647385561E+000, +0.00000000000E+000
+7.83520000000E+009, +3.38040895346E+000, +0.00000000000E+000
+7.83540000000E+009, +3.52882717511E+000, +0.00000000000E+000
+7.83560000000E+009, +3.68921511882E+000, +0.00000000000E+000
+7.83580000000E+009, +3.58454208888E+000, +0.00000000000E+000
+7.83600000000E+009, +3.49503469410E+000, +0.00000000000E+000
+7.83620000000E+009, +3.71988692229E+000, +0.00000000000E+000
+7.83640000000E+009, +3.46622141901E+000, +0.00000000000E+000
+7.83660000000E+009, +3.46225954827E+000, +0.00000000000E+000
+7.83680000000E+009, +3.53286164420E+000, +0.00000000000E+000
+7.83700000000E+009, +3.44586124818E+000, +0.00000000000E+000
+7.83720000000E+009, +3.39735376081E+000, +0.00000000000E+000
+7.83740000000E+009, +3.35797991441E+000, +0.00000000000E+000
+7.83760000000E+009, +3.28118600255E+000, +0.00000000000E+000
+7.83780000000E+009, +3.51435208365E+000, +0.00000000000E+000
+7.83800000000E+009, +3.46410064843E+000, +0.00000000000E+000
+7.83820000000E+009, +3.34892873257E+000, +0.00000000000E+000
+7.83840000000E+009, +3.38353473568E+000, +0.00000000000E+000
+7.83860000000E+009, +3.42047813766E+000, +0.00000000000E+000
+7.83880000000E+009, +3.20483896415E+000, +0.00000000000E+000
+7.83900000000E+009, +3.42814337504E+000, +0.00000000000E+000
+7.83920000000E+009, +3.29424895953E+000, +0.00000000000E+000
+7.83940000000E+009, +3.32874458639E+000, +0.00000000000E+000
+7.83960000000E+009, +3.26342640133E+000, +0.00000000000E+000
+7.83980000000E+009, +3.19895428662E+000, +0.00000000000E+000
+7.84000000000E+009, +3.38808959946E+000, +0.00000000000E+000
+7.84020000000E+009, +3.15560921149E+000, +0.00000000000E+000
+7.84040000000E+009, +3.28310235443E+000, +0.00000000000E+000
+7.84060000000E+009, +3.24416263731E+000, +0.00000000000E+000
+7.84080000000E+009, +3.02378246867E+000, +0.00000000000E+000
+7.84100000000E+009, +2.98458454496E+000, +0.00000000000E+000
+7.84120000000E+009, +3.14686676265E+000, +0.00000000000E+000
+7.84140000000E+009, +3.00124875756E+000, +0.00000000000E+000
+7.84160000000E+009, +2.99188963509E+000, +0.00000000000E+000
+7.84180000000E+009, +2.77501269493E+000, +0.00000000000E+000
+7.84200000000E+009, +2.85478540152E+000, +0.00000000000E+000
+7.84220000000E+009, +2.79265014119E+000, +0.00000000000E+000
+7.84240000000E+009, +2.85632154917E+000, +0.00000000000E+000
+7.84260000000E+009, +2.76042300615E+000, +0.00000000000E+000
+7.84280000000E+009, +2.91161994842E+000, +0.00000000000E+000
+7.84300000000E+009, +2.78502431114E+000, +0.00000000000E+000
+7.84320000000E+009, +2.75404315759E+000, +0.00000000000E+000
+7.84340000000E+009, +2.88870134023E+000, +0.00000000000E+000
+7.84360000000E+009, +2.72080432013E+000, +0.00000000000E+000
+7.84380000000E+009, +2.82199571209E+000, +0.00000000000E+000
+7.84400000000E+009, +2.92253782706E+000, +0.00000000000E+000
+7.84420000000E+009, +2.78835839805E+000, +0.00000000000E+000
+7.84440000000E+009, +2.59528151926E+000, +0.00000000000E+000
+7.84460000000E+009, +2.72782215281E+000, +0.00000000000E+000
+7.84480000000E+009, +2.73396922861E+000, +0.00000000000E+000
+7.84500000000E+009, +2.43230133971E+000, +0.00000000000E+000
+7.84520000000E+009, +2.39207892999E+000, +0.00000000000E+000
+7.84540000000E+009, +2.46975429133E+000, +0.00000000000E+000
+7.84560000000E+009, +2.22707986169E+000, +0.00000000000E+000
+7.84580000000E+009, +2.64468681176E+000, +0.00000000000E+000
+7.84600000000E+009, +2.60666945535E+000, +0.00000000000E+000
+7.84620000000E+009, +2.72555009739E+000, +0.00000000000E+000
+7.84640000000E+009, +2.50040095723E+000, +0.00000000000E+000
+7.84660000000E+009, +2.41010113978E+000, +0.00000000000E+000
+7.84680000000E+009, +2.52483363705E+000, +0.00000000000E+000
+7.84700000000E+009, +2.56355174390E+000, +0.00000000000E+000
+7.84720000000E+009, +2.15611119213E+000, +0.00000000000E+000
+7.84740000000E+009, +2.31644787313E+000, +0.00000000000E+000
+7.84760000000E+009, +2.25434708182E+000, +0.00000000000E+000
+7.84780000000E+009, +2.26353119064E+000, +0.00000000000E+000
+7.84800000000E+009, +2.22096683608E+000, +0.00000000000E+000
+7.84820000000E+009, +2.09277829475E+000, +0.00000000000E+000
+7.84840000000E+009, +2.34881893508E+000, +0.00000000000E+000
+7.84860000000E+009, +2.12607321026E+000, +0.00000000000E+000
+7.84880000000E+009, +2.34015477693E+000, +0.00000000000E+000
+7.84900000000E+009, +2.16597442954E+000, +0.00000000000E+000
+7.84920000000E+009, +2.07590809973E+000, +0.00000000000E+000
+7.84940000000E+009, +2.07507677399E+000, +0.00000000000E+000
+7.84960000000E+009, +2.10348038230E+000, +0.00000000000E+000
+7.84980000000E+009, +2.10225041768E+000, +0.00000000000E+000
+7.85000000000E+009, +2.23260401936E+000, +0.00000000000E+000
+7.85020000000E+009, +2.11124423268E+000, +0.00000000000E+000
+7.85040000000E+009, +2.18785001088E+000, +0.00000000000E+000
+7.85060000000E+009, +2.00642976573E+000, +0.00000000000E+000
+7.85080000000E+009, +1.99588933065E+000, +0.00000000000E+000
+7.85100000000E+009, +1.96849004050E+000, +0.00000000000E+000
+7.85120000000E+009, +1.82132360141E+000, +0.00000000000E+000
+7.85140000000E+009, +1.78980210575E+000, +0.00000000000E+000
+7.85160000000E+009, +2.06874466499E+000, +0.00000000000E+000
+7.85180000000E+009, +1.91245044377E+000, +0.00000000000E+000
+7.85200000000E+009, +1.76180429912E+000, +0.00000000000E+000
+7.85220000000E+009, +1.80622537000E+000, +0.00000000000E+000
+7.85240000000E+009, +1.89892867257E+000, +0.00000000000E+000
+7.85260000000E+009, +1.59226344082E+000, +0.00000000000E+000
+7.85280000000E+009, +1.62824205464E+000, +0.00000000000E+000
+7.85300000000E+009, +1.64104160053E+000, +0.00000000000E+000
+7.85320000000E+009, +1.77441221767E+000, +0.00000000000E+000
+7.85340000000E+009, +1.59214566446E+000, +0.00000000000E+000
+7.85360000000E+009, +1.60538477784E+000, +0.00000000000E+000
+7.85380000000E+009, +1.31193281982E+000, +0.00000000000E+000
+7.85400000000E+009, +1.59939908932E+000, +0.00000000000E+000
+7.85420000000E+009, +1.59714492017E+000, +0.00000000000E+000
+7.85440000000E+009, +1.49887119739E+000, +0.00000000000E+000
+7.85460000000E+009, +1.57460314483E+000, +0.00000000000E+000
+7.85480000000E+009, +1.50641958603E+000, +0.00000000000E+000
+7.85500000000E+009, +1.44220148414E+000, +0.00000000000E+000
+7.85520000000E+009, +1.57524421230E+000, +0.00000000000E+000
+7.85540000000E+009, +1.48888003816E+000, +0.00000000000E+000
+7.85560000000E+009, +1.43737144505E+000, +0.00000000000E+000
+7.85580000000E+009, +1.56719422522E+000, +0.00000000000E+000
+7.85600000000E+009, +1.16433269821E+000, +0.00000000000E+000
+7.85620000000E+009, +1.49808196026E+000, +0.00000000000E+000
+7.85640000000E+009, +1.42035698097E+000, +0.00000000000E+000
+7.85660000000E+009, +1.31305596650E+000, +0.00000000000E+000
+7.85680000000E+009, +1.35618959646E+000, +0.00000000000E+000
+7.85700000000E+009, +1.34848390413E+000, +0.00000000000E+000
+7.85720000000E+009, +1.13077879391E+000, +0.00000000000E+000
+7.85740000000E+009, +1.16951241081E+000, +0.00000000000E+000
+7.85760000000E+009, +1.30450198049E+000, +0.00000000000E+000
+7.85780000000E+009, +1.53546602230E+000, +0.00000000000E+000
+7.85800000000E+009, +1.13129453779E+000, +0.00000000000E+000
+7.85820000000E+009, +1.12394331467E+000, +0.00000000000E+000
